Gene	mut.rate	dn.LoF	trans.LoF	nontrans.LoF	case.LoF	ctrl.LoF	dn.mis3	trans.mis3	nontrans.mis3	case.mis3	ctrl.mis3	p.dn	p.TADA	p.TADA.LoF	q.TADA
ARSD	2.35E-05	0	0	0	0	0	0	6	1	2	0	1	0.0109	0.496	0.714844776
FAM26D	5.13E-06	0	0	0	0	0	0	7	1	5	2	1	0.0109	0.466	0.712187361
TIGD3	1.87E-05	0	0	0	2	0	0	2	0	1	0	1	0.01099	0.0641	0.715408296
NR2F1	1.69E-05	0	1	0	0	0	1	0	0	0	0	1	0.011	0.17	0.713416974
LRRC8C	3.21E-05	0	0	0	2	0	0	0	0	6	1	1	0.0111	0.0716	0.717255882
VPS13B	0.000158501	0	2	1	7	0	0	18	22	95	72	1	0.011187031	0.0104	0.720231726
CCDC115	7.05E-06	0	1	0	1	0	0	3	1	5	1	1	0.0112	0.0658	0.718435036
CCDC54	1.28E-05	0	0	0	1	0	0	0	0	4	0	1	0.0114	0.156	0.728605091
OR4B1	1.28E-05	0	0	0	2	0	0	3	0	3	1	1	0.0114	0.0701	0.725965217
PTPN11	2.25E-05	0	0	0	0	0	0	0	0	5	0	1	0.0116	0.492	0.736034657
TLE6	2.25E-05	0	0	0	0	0	0	9	2	4	1	1	0.0116	0.475	0.73338705
GPR111	2.58E-05	0	1	0	3	0	0	7	7	17	14	1	0.01165	0.0134	0.733908244
ADAM33	3.24E-05	1	1	0	1	1	0	4	0	3	2	0.004459155	0.0117	0.0312	0.734425714
FBXL5	2.72E-05	0	0	0	0	0	0	6	2	7	1	1	0.0117	0.508	0.7318121
SMG7	4.68E-05	0	0	0	0	0	0	9	1	10	5	1	0.0117	0.495	0.729217021
ANKS1B	4.87E-05	0	0	0	0	0	0	2	1	12	2	1	0.0118	0.487	0.732850883
FRMD6	2.41E-05	0	0	0	0	0	0	1	0	7	1	1	0.0118	0.501	0.730270423
RGS18	9.05E-06	0	0	0	5	0	0	0	0	0	1	1	0.0119	0.00664	0.733875088
APBA1	3.25E-05	0	0	0	0	0	0	1	0	4	0	1	0.012	0.507	0.737454545
C18orf26	8.35E-06	0	0	0	1	0	0	2	0	5	1	1	0.012	0.147	0.734885017
POU2F3	1.74E-05	0	0	0	0	0	0	2	0	8	2	1	0.012	0.47	0.732333333
PTH2R	2.18E-05	0	2	0	3	0	0	1	2	4	6	1	0.012	0.00655	0.729799308
TMX2	1.18E-05	0	0	0	0	0	0	1	0	3	0	1	0.012	0.495	0.727282759
CSN3	7.40E-06	0	0	0	0	0	0	0	0	4	0	1	0.0121	0.47	0.730823368
EIF2C1	3.38E-05	0	0	0	0	0	1	0	0	0	0	1	0.0123	0.465	0.740358904
ICAM2	1.10E-05	0	0	0	1	0	0	2	0	5	1	1	0.0123	0.167	0.737832082
BAGE2	4.33E-06	0	4	0	0	0	0	0	0	0	0	1	0.0125	0.0132	0.747278912
GHSR	1.51E-05	0	0	0	1	0	0	2	0	5	1	1	0.0125	0.166	0.744745763
VTI1B	8.92E-06	0	0	0	1	0	0	0	0	7	1	1	0.0125	0.182	0.74222973
KCNH3	4.35E-05	0	0	0	1	0	0	0	0	10	2	1	0.0126	0.156	0.745648485
OMP	6.39E-06	0	0	0	0	0	0	1	0	6	1	1	0.0126	0.492	0.743146309
PAMR1	2.91E-05	0	2	0	2	0	0	12	8	22	20	1	0.0126	0.0131	0.74066087
PSMB2	8.05E-06	0	0	0	0	0	0	0	0	4	0	1	0.0126	0.489	0.738192
LRRC46	1.26E-05	0	0	0	1	0	0	1	0	3	0	1	0.0128	0.157	0.74741794
WFDC3	9.05E-06	0	0	0	1	0	0	3	1	4	0	1	0.0128	0.138	0.744943046
ZFAND2A	5.70E-06	0	0	0	4	0	0	0	0	3	1	1	0.0129	0.0137	0.748285149
FAM122A	1.14E-05	0	0	0	1	0	0	2	1	5	0	1	0.013	0.153	0.751605263
RAD21	2.40E-05	0	0	0	3	0	0	3	1	4	1	1	0.013	0.0301	0.749140984
RBBP9	7.26E-06	0	0	0	0	0	0	0	0	4	0	1	0.013	0.462	0.74669281
C2CD3	7.77E-05	0	1	0	1	4	1	6	5	57	30	1	0.013145273	0.825	0.752577584
C14orf182	4.14E-06	0	2	0	2	0	0	0	0	0	0	1	0.0132	0.0121	0.753257143
TRAK2	3.61E-05	0	0	0	4	0	0	5	2	7	5	1	0.0132	0.014	0.750819417
ZNF181	2.20E-05	0	1	0	1	0	0	1	0	2	0	1	0.0132	0.0703	0.748397419
ZNF727	1.92E-05	0	2	0	3	0	0	4	8	0	1	1	0.0132	0.00675	0.745990997
C1orf43	1.00E-05	0	0	0	0	0	0	0	0	4	0	1	0.0134	0.452	0.754866667
HOMER1	1.34E-05	0	0	0	0	0	0	1	0	3	0	1	0.0134	0.506	0.752454952
PCNX	9.29E-05	0	1	0	2	1	1	19	11	36	22	1	0.013536726	0.222	0.757711756
ZNF141	1.81E-05	0	0	0	0	0	0	6	1	8	3	1	0.0136	0.469	0.758836825
CCDC104	1.27E-05	0	0	0	1	0	0	0	0	4	0	1	0.0137	0.168	0.761997468
SPRR4	3.12E-06	0	0	0	0	0	0	1	0	3	0	1	0.0137	0.468	0.759593691
TIGD6	2.01E-05	0	0	0	8	1	0	5	6	16	8	1	0.0137	0.0174	0.757205031
COX19	3.40E-06	0	0	0	0	0	0	0	0	4	0	1	0.0138	0.5	0.760341066
CASD1	3.18E-05	0	0	0	1	0	0	1	0	15	5	1	0.0139	0.16	0.7634575
GPR146	1.34E-05	0	0	0	0	0	0	8	1	4	2	1	0.0139	0.492	0.761079128
STMN4	8.09E-06	0	0	0	0	0	0	0	0	4	0	1	0.0139	0.485	0.758715528
ARHGDIB	7.66E-06	0	0	0	1	0	0	3	0	1	0	1	0.014	0.175	0.76180805
FHIT	5.87E-06	0	0	0	0	0	0	2	0	2	0	1	0.014	0.492	0.75945679
KIAA0240	4.28E-05	0	0	0	1	0	1	5	2	8	3	1	0.014	0.176	0.75712
SMPD3	2.60E-05	0	0	0	0	0	0	8	2	10	4	1	0.014	0.491	0.754797546
ABLIM1	3.06E-05	0	2	0	3	0	0	0	0	5	7	1	0.0142	0.00634	0.763239144
MRAS	8.09E-06	0	0	0	0	0	0	0	0	4	0	1	0.0142	0.479	0.760912195
NUP50	1.81E-05	0	0	0	0	0	0	1	0	3	0	1	0.0142	0.503	0.758599392
SLC27A6	2.43E-05	0	1	0	10	2	0	0	2	8	4	1	0.0142	0.0148	0.756300606
CHST8	1.72E-05	0	0	0	0	0	0	2	1	14	4	1	0.0143	0.478	0.75932568
OR5H6	1.34E-05	0	1	0	6	1	0	2	0	2	1	1	0.0143	0.0283	0.757038554
RPS6KB1	2.02E-05	0	0	0	1	0	0	0	0	4	0	1	0.0143	0.157	0.754765165
PRPF18	1.29E-05	0	0	0	0	0	0	2	0	2	0	1	0.0144	0.496	0.757767665
PLEKHG6	3.12E-05	0	2	0	2	0	0	4	8	14	11	1	0.0145	0.0123	0.760752239
RAF1	2.56E-05	0	0	0	0	0	0	0	0	4	0	1	0.0145	0.488	0.758488095
VPS4A	1.68E-05	0	0	0	0	0	1	0	0	3	1	1	0.0146	0.479	0.761452819
ANKRD26	6.37E-05	0	0	0	4	0	0	9	12	29	15	1	0.0147	0.0147	0.7644
DMBX1	1.53E-05	0	0	0	0	0	0	0	0	4	0	1	0.0147	0.471	0.762145133
FNDC8	1.28E-05	0	0	0	1	0	0	3	0	6	2	1	0.0147	0.149	0.759903529
KIAA1468	4.77E-05	0	0	0	0	0	0	2	0	6	1	1	0.0147	0.499	0.757675073
VASH1	1.42E-05	0	0	0	0	0	0	1	0	3	0	1	0.0147	0.464	0.755459649
NLN	2.72E-05	0	1	0	1	0	0	1	2	9	1	1	0.0148	0.0669	0.758381341
PRSS22	1.27E-05	0	0	0	0	0	0	0	0	4	0	1	0.0148	0.495	0.756176744
NLRP2	4.15E-05	0	1	0	3	0	0	6	8	28	26	1	0.0149	0.0151	0.75907942
B3GALT1	1.31E-05	0	0	0	0	0	0	0	0	4	0	1	0.015	0.473	0.761965318
MRPS10	7.79E-06	0	0	0	0	0	0	1	0	3	0	1	0.015	0.47	0.759769452
DUSP14	7.92E-06	0	0	0	0	0	0	0	0	4	0	1	0.0151	0.49	0.762636782
FAM189B	2.76E-05	0	1	0	2	0	0	11	3	8	4	1	0.0151	0.0302	0.760451576
NIF3L1	1.51E-05	0	0	0	2	0	0	2	1	8	2	1	0.0151	0.0708	0.758278857
UBQLNL	1.88E-05	0	2	0	6	1	0	0	1	9	6	1	0.0151	0.0149	0.756118519
CAMKK2	2.32E-05	0	0	0	1	0	0	2	0	2	0	1	0.0152	0.172	0.758963636
COL17A1	5.89E-05	0	1	0	3	0	0	3	7	13	12	1	0.0152	0.0147	0.756813598
MTRF1L	1.45E-05	0	0	0	0	0	0	3	0	1	0	1	0.0152	0.519	0.754675706
F3	1.15E-05	0	0	0	0	0	0	0	0	7	1	1	0.0153	0.484	0.757500845
TCHP	1.81E-05	0	1	0	4	0	0	0	2	3	6	1	0.0153	0.00679	0.755373034
DMBT1	9.62E-05	0	1	1	2	0	0	9	4	53	32	1	0.015313993	0.226	0.75394604
ASPM	0.000133952	0	0	2	11	4	0	19	14	49	26	1	0.015319319	0.27	0.752101554
ROPN1	8.31E-06	0	0	0	3	0	0	1	0	0	0	1	0.0154	0.0281	0.753956546
RSU1	1.09E-05	0	0	0	0	0	0	4	1	3	0	1	0.0154	0.482	0.751862222
TOP2B	6.18E-05	0	0	0	11	2	0	1	5	6	9	1	0.0154	0.0153	0.749779501
ZBTB9	1.88E-05	0	0	0	1	0	0	1	0	10	3	1	0.0154	0.181	0.747708287
PBXIP1	2.77E-05	0	1	0	3	0	0	2	2	10	9	1	0.0155	0.0132	0.750490358
SLC43A1	2.29E-05	0	1	0	0	0	0	2	0	2	0	1	0.0156	0.158	0.753257143
ZSCAN21	1.82E-05	0	1	0	0	0	0	2	2	9	1	1	0.0156	0.186	0.751193425
PLEKHG1	5.42E-05	0	0	0	1	1	0	6	3	37	17	1	0.015651564	0.57	0.751617179
ZNF23	2.45E-05	0	0	0	0	0	0	7	0	7	4	1	0.0157	0.454	0.751888828
ITGBL1	1.91E-05	0	0	0	0	0	0	2	0	2	0	1	0.0158	0.496	0.754621739
FOXA1	1.88E-05	0	0	0	0	0	0	0	0	7	1	1	0.0159	0.483	0.757339837
IGFL2	5.35E-06	0	6	1	2	0	0	0	1	2	0	1	0.0159	0.0185	0.755292973
POLD1	4.39E-05	0	0	0	2	0	0	9	0	9	6	1	0.0159	0.0684	0.753257143
ZNF347	3.25E-05	0	0	0	0	0	0	4	2	12	3	1	0.0159	0.506	0.751232258
CASP14	9.22E-06	0	0	0	2	0	0	0	0	2	0	1	0.016	0.0706	0.753930295
DMRT3	1.90E-05	0	0	0	1	0	0	0	0	9	2	1	0.016	0.141	0.751914439
CABS1	1.55E-05	0	0	0	3	0	0	0	0	1	0	1	0.0161	0.0302	0.754596267
MYL3	7.53E-06	0	0	0	0	0	0	0	0	4	0	1	0.0161	0.476	0.752589362
NCOR1	9.45E-05	0	4	0	0	0	1	13	10	24	18	1	0.0161	0.0173	0.750593103
ATP10D	5.64E-05	1	0	1	3	0	0	4	2	12	12	0.007749408	0.0162	0.0137	0.753257143
RORA	2.17E-05	0	0	0	0	0	0	1	0	3	0	1	0.0162	0.476	0.751269657
BBS10	2.84E-05	0	1	0	4	0	0	0	0	4	3	1	0.0163	0.00705	0.753917895
ZBTB7B	2.14E-05	0	0	0	0	0	0	3	0	1	0	1	0.0163	0.467	0.751939108
CYP4A22	2.08E-05	0	0	0	0	0	0	5	2	9	2	1	0.0165	0.454	0.759172775
OR2AK2	1.38E-05	0	0	0	4	0	0	5	3	7	4	1	0.0165	0.0133	0.757190601
CLEC4F	2.28E-05	0	0	0	4	0	0	2	6	11	9	1	0.0167	0.012	0.764372917
PARD6B	1.44E-05	0	0	0	0	0	0	0	0	4	0	1	0.0167	0.463	0.762387532
ZNF526	2.68E-05	0	0	0	0	0	0	1	0	6	1	1	0.0167	0.479	0.760412435
CEP76	2.60E-05	0	0	0	0	0	0	1	0	6	1	1	0.0169	0.501	0.767530749
MAP2K7	1.64E-05	0	0	0	0	0	0	0	0	4	0	1	0.0169	0.49	0.765552577
NT5C1B	2.48E-05	0	0	0	4	0	0	1	4	10	7	1	0.017	0.0124	0.768102828
UGT1A7	2.12E-05	0	1	0	2	0	0	1	0	0	0	1	0.017	0.0295	0.766133333
HLA-DRB1	1.04E-05	0	0	0	4	0	0	9	6	0	0	1	0.0174	0.0152	0.782154476
INHBA	1.64E-05	0	0	0	0	0	0	2	0	2	0	1	0.0174	0.476	0.780159184
MAN1C1	2.48E-05	0	0	0	0	0	0	2	0	2	0	1	0.0174	0.509	0.778174046
OTUD3	1.49E-05	0	0	0	0	0	0	0	0	4	0	1	0.0176	0.478	0.785120812
EGLN2	1.60E-05	0	0	0	2	0	0	0	0	2	0	1	0.0177	0.0717	0.787582785
JTB	5.79E-06	0	0	0	0	0	0	3	0	4	1	1	0.0177	0.483	0.785593939
AIM1L	6.55E-05	0	0	0	4	0	0	8	13	25	20	1	0.0178	0.015	0.788042317
CDC42EP4	1.41E-05	0	0	0	0	0	0	0	0	7	1	1	0.0178	0.487	0.786062312
NEK8	2.74E-05	0	1	0	3	0	0	0	0	9	6	1	0.0178	0.013	0.784092231
PRPF19	2.02E-05	0	0	0	0	0	0	3	0	1	0	1	0.0178	0.484	0.782132
KCNS1	2.10E-05	0	0	0	0	0	1	0	1	6	1	1	0.018	0.48	0.788947631
PSMG2	1.06E-05	0	2	0	2	0	0	1	0	1	1	1	0.0182	0.0141	0.795729353
GOLGB1	0.000121475	0	0	0	2	0	0	14	13	42	23	1	0.018205384	0.0687	0.793989634
HEPACAM	1.66E-05	0	0	0	0	0	0	1	0	6	1	1	0.0183	0.468	0.796140594
MAP3K14	3.72E-05	0	0	0	3	0	0	1	0	0	0	1	0.0183	0.0309	0.794174815
NANS	1.39E-05	0	0	0	2	0	0	1	0	4	1	1	0.0183	0.0663	0.792218719
NDUFA1	2.77E-06	0	0	0	0	0	0	0	0	9	2	1	0.0184	0.487	0.794590663
C3orf18	6.48E-06	0	1	0	1	0	0	2	0	3	1	1	0.0185	0.0646	0.79695098
CNOT1	9.43E-05	0	0	0	0	0	1	6	3	6	1	1	0.0185	0.5	0.795002445
NLRP5	4.72E-05	0	3	0	1	0	0	5	6	35	22	1	0.0185	0.0149	0.793063415
TMEM231	1.40E-05	0	0	0	0	0	0	6	1	3	1	1	0.0185	0.481	0.79113382
TMEM71	1.11E-05	0	0	0	0	0	0	4	2	11	3	1	0.0192	0.469	0.819075728
RELN	0.000137229	1	1	0	2	1	1	19	28	75	59	0.018750794	0.019221186	0.0174	0.817994125
LRRC48	2.02E-05	0	1	0	1	0	0	2	1	12	4	1	0.0194	0.0671	0.823609662
ASB8	1.14E-05	0	0	0	2	0	0	0	0	2	0	1	0.0195	0.0632	0.825860241
CAPN9	2.70E-05	0	2	3	15	7	0	10	11	45	20	1	0.019511184	0.273	0.824347542
MATN4	2.30E-05	0	3	0	0	1	0	3	0	4	0	1	0.0198	0.237	0.834543885
FAM48B1	3.53E-05	0	0	0	0	0	0	0	0	7	1	1	0.0199	0.507	0.836752153
NRN1L	6.74E-06	0	1	0	1	0	0	0	0	2	0	1	0.0199	0.0719	0.834755131
COL8A2	2.75E-05	0	2	0	0	0	0	2	0	3	1	1	0.02	0.0669	0.836952381
ITGAL	4.61E-05	0	0	0	0	0	0	4	0	3	1	1	0.0202	0.484	0.843314014
TFCP2L1	1.89E-05	0	0	1	1	0	0	1	0	8	0	1	0.0202	0.53	0.84131564
SMYD4	3.16E-05	0	0	0	4	0	0	0	0	8	11	1	0.0203	0.0155	0.843481797
RASAL1	3.19E-05	0	3	0	1	0	0	4	7	7	7	1	0.0205	0.013	0.849783019
GARNL3	3.99E-05	0	0	0	4	0	0	2	2	6	5	1	0.0207	0.0139	0.856054588
SPRY1	1.25E-05	0	0	0	1	0	0	1	0	5	1	1	0.0207	0.165	0.85404507
SLBP	1.04E-05	0	0	0	0	0	0	1	0	8	2	1	0.0208	0.497	0.856161124
KIF5A	3.95E-05	0	0	0	3	1	0	3	0	4	0	1	0.0209	0.226	0.85826729
ZNF860	2.44E-05	0	0	0	0	0	0	7	1	0	0	1	0.0209	0.471	0.856266667
HS6ST1	1.63E-05	0	2	0	0	0	0	12	5	2	0	1	0.021	0.0661	0.858362791
RHOT2	2.47E-05	0	0	0	3	0	1	5	1	6	5	1	0.0211	0.0329	0.860449188
ZNF410	1.88E-05	0	0	0	2	0	0	3	1	2	0	1	0.0211	0.0667	0.858457407
SIDT1	3.36E-05	0	1	0	3	0	0	2	2	6	6	1	0.0213	0.0156	0.864593072
SIGLEC14	1.59E-05	0	0	0	2	0	0	1	0	1	0	1	0.0213	0.0676	0.862600922
C9orf96	2.68E-05	0	0	0	4	0	0	1	3	9	5	1	0.0214	0.0174	0.864658391
DLX4	9.92E-06	0	0	0	0	0	0	5	1	8	3	1	0.0214	0.489	0.862675229
DTD1	7.96E-06	0	1	0	0	0	0	3	0	3	1	1	0.0215	0.179	0.864723112
SPATA17	1.38E-05	0	0	0	3	0	0	3	4	25	22	1	0.0216	0.0309	0.866761644
KIF6	3.12E-05	0	0	0	3	0	0	4	6	21	12	1	0.0217	0.0283	0.868790888
PGBD3	2.33E-05	0	1	0	1	0	0	1	0	1	0	1	0.0218	0.0663	0.870810909
SRRM5	2.69E-05	0	1	0	1	0	0	0	0	5	1	1	0.0221	0.0652	0.880792744
FBXO47	1.78E-05	0	0	0	0	0	0	1	1	14	4	1	0.0222	0.47	0.882776471
OR52B4	1.32E-05	0	0	0	3	0	0	3	0	4	3	1	0.0223	0.0306	0.884751242
PDILT	2.26E-05	0	0	0	3	0	0	5	2	31	16	1	0.0223	0.0314	0.882758559
VASH2	1.22E-05	0	0	0	1	0	0	0	0	3	0	1	0.0223	0.151	0.880774831
ACTL8	1.46E-05	0	0	0	0	0	0	3	1	10	3	1	0.0225	0.497	0.886681614
CSNK1D	1.64E-05	0	0	0	2	0	0	0	0	2	0	1	0.0225	0.0693	0.884697987
NPBWR1	1.36E-05	0	0	0	0	0	0	9	1	0	1	1	0.0225	0.508	0.882723214
NOV	1.40E-05	0	0	0	1	0	0	1	0	2	0	1	0.0229	0.175	0.896415145
OR4C16	1.27E-05	0	0	0	3	0	0	1	1	13	6	1	0.0229	0.0279	0.894423111
ZBTB46	2.29E-05	0	0	0	0	0	0	0	1	9	1	1	0.023	0.477	0.896337029
CST4	5.57E-06	0	0	0	1	0	0	1	0	2	0	1	0.0231	0.164	0.898242478
PEX7	1.28E-05	0	2	0	2	0	0	1	1	6	3	1	0.0232	0.012	0.900139514
GINS2	7.26E-06	0	0	0	1	0	0	2	0	1	0	1	0.0233	0.158	0.902028194
C20orf94	1.57E-05	0	0	0	1	0	0	3	1	3	0	1	0.0234	0.172	0.903908571
DEK	1.37E-05	0	0	0	4	0	0	0	0	1	1	1	0.0234	0.0137	0.901926316
SBK1	1.70E-05	0	0	0	1	0	0	0	0	6	1	1	0.0234	0.166	0.899952735
CLIC3	9.53E-06	0	0	0	1	0	0	0	0	3	0	1	0.0236	0.18	0.905662882
FBXO27	1.14E-05	0	1	0	3	0	0	0	1	7	7	1	0.0237	0.0141	0.907518954
PLA2G4E	3.31E-05	0	0	0	3	0	0	2	2	15	7	1	0.0238	0.0313	0.909366957
NEO1	5.78E-05	0	0	0	3	0	0	13	10	12	2	1	0.0239	0.0332	0.911206941
C1orf194	6.31E-06	0	0	0	3	0	0	1	0	4	2	1	0.024	0.0304	0.913038961
AUP1	1.66E-05	0	1	0	0	0	0	1	0	2	0	1	0.0242	0.162	0.918659179
EMILIN3	2.98E-05	0	0	0	1	0	0	3	0	17	7	1	0.0242	0.16	0.91667931
FAM24B	3.78E-06	0	0	0	1	0	0	0	0	3	0	1	0.0242	0.165	0.914707957
OR52I1	1.34E-05	0	0	0	1	0	0	3	0	0	0	1	0.0243	0.146	0.916516738
PPP2R5A	1.89E-05	0	1	0	0	0	0	0	0	3	0	1	0.0243	0.166	0.914554176
PRR14	2.37E-05	0	2	0	1	1	0	4	0	5	1	1	0.0243	0.213	0.9126
C17orf28	3.18E-05	0	0	0	0	0	0	0	1	9	1	1	0.0244	0.472	0.914401706
KIAA0100	8.86E-05	1	0	1	7	1	0	12	8	27	26	0.012146755	0.0244	0.0188	0.91245617
BAHCC1	0.000100373	0	0	0	0	0	0	1	1	9	1	1	0.0245	0.504	0.914250531
NXPH2	1.04E-05	0	0	0	1	0	0	1	0	7	2	1	0.0246	0.153	0.916037288
PUS7L	2.70E-05	0	1	0	2	0	0	3	2	22	32	1	0.0247	0.0297	0.91781649
KRT84	2.35E-05	0	2	0	2	0	0	10	17	43	27	1	0.024853435	0.0151	0.921569563
SLC12A1	4.32E-05	0	0	0	3	0	0	8	5	15	17	1	0.0249	0.0314	0.921352421
MYO1H	3.95E-05	0	2	0	1	0	0	7	11	21	10	1	0.025	0.0311	0.923109244
ZNF732	2.23E-05	0	2	0	1	0	0	7	3	0	0	1	0.0251	0.0293	0.9248587
C2orf78	3.68E-05	0	0	0	4	0	0	0	2	6	4	1	0.0253	0.0152	0.930277824
NTNG1	2.13E-05	0	0	0	1	0	2	1	1	3	2	1	0.0253	0.163	0.928335699
JMJD8	1.15E-05	0	1	0	2	0	0	4	0	14	11	1	0.0254	0.0318	0.930063333
EFHB	3.18E-05	0	0	0	3	0	0	5	1	18	12	1	0.0255	0.0299	0.931783784
SETD4	1.72E-05	0	1	0	3	0	0	2	0	1	2	1	0.0255	0.0148	0.929850622
TTC9C	6.70E-06	0	2	0	1	0	0	0	0	0	0	1	0.0255	0.0282	0.927925466
XKR5	2.74E-05	0	1	0	0	0	0	3	0	0	0	1	0.0255	0.159	0.926008264
DEFB134	2.68E-06	0	0	0	0	0	0	1	0	2	0	1	0.0256	0.467	0.927722887
GATAD2B	2.33E-05	0	0	0	1	0	0	0	0	3	0	1	0.0256	0.164	0.925813992
PHF17	3.24E-05	0	0	0	1	0	0	0	0	3	0	1	0.0256	0.155	0.923912936
VSTM1	9.35E-06	0	0	0	1	0	0	0	0	3	0	1	0.0256	0.146	0.922019672
APCDD1L	2.04E-05	0	0	0	1	0	0	2	0	10	4	1	0.0257	0.137	0.923728425
TMEM14B	4.65E-06	0	0	0	0	0	0	1	0	2	0	1	0.0257	0.49	0.921843265
ZNF222	1.87E-05	0	0	0	3	0	0	2	1	3	1	1	0.0257	0.0321	0.919965784
CDHR4	3.20E-05	0	1	0	14	4	0	3	2	3	3	1	0.0258	0.0236	0.921668293
PCDHB2	3.16E-05	0	1	0	2	0	0	2	2	9	3	1	0.0258	0.0279	0.919798783
PSMG3	4.74E-06	0	0	0	0	0	0	0	0	3	0	1	0.0258	0.5	0.917936842
C1orf127	3.28E-05	0	1	0	3	0	0	1	0	4	4	1	0.0259	0.0127	0.919633131
PCDHGB2	3.68E-05	0	0	0	1	0	0	5	1	1	0	1	0.0259	0.161	0.917779032
PPP1R14D	8.05E-06	0	0	0	0	0	0	1	0	2	0	1	0.0259	0.492	0.915932394
CARD18	3.50E-06	0	0	0	0	0	0	3	0	3	1	1	0.026	0.514	0.91762249
CEP78	2.81E-05	0	1	1	16	4	0	2	0	7	11	1	0.026	0.0237	0.915783567
CPLX4	5.87E-06	0	0	0	0	0	0	3	0	0	0	1	0.026	0.479	0.913952
EPHX2	2.18E-05	0	0	0	3	0	0	2	8	26	18	1	0.026	0.0308	0.912127745
SCAND3	5.12E-05	0	0	0	3	0	0	5	4	20	9	1	0.0261	0.0345	0.913811952
ARHGAP11B	1.04E-05	0	0	0	0	0	0	1	0	2	0	1	0.0262	0.481	0.915489463
LOXL4	2.96E-05	0	1	0	2	0	0	10	8	18	9	1	0.0262	0.0331	0.913673016
PAQR6	1.40E-05	0	0	0	0	0	0	1	0	2	0	1	0.0262	0.505	0.911863762
SLC30A7	1.53E-05	0	0	0	1	0	0	1	0	2	0	1	0.0262	0.155	0.91006166
ZC3H12C	3.45E-05	0	0	0	0	0	0	3	2	8	1	1	0.0262	0.514	0.908266667
ERCC5	4.51E-05	0	0	0	0	0	0	3	1	12	4	1	0.0263	0.479	0.909938583
GALP	4.70E-06	0	0	0	0	0	0	4	0	2	1	1	0.0263	0.482	0.908150884
APOB	0.000179686	0	0	0	3	0	0	11	15	79	55	1	0.026303169	0.0386	0.9064794
CRTC1	2.63E-05	0	0	0	1	0	0	2	0	4	1	1	0.0264	0.163	0.908036008
KRT33B	1.58E-05	0	0	0	1	0	0	3	0	0	0	1	0.0264	0.158	0.9062625
PDPR	3.46E-05	0	0	0	3	0	0	8	7	11	13	1	0.0264	0.0316	0.904495906
ERBB4	5.13E-05	0	0	0	0	0	0	2	0	7	2	1	0.0265	0.473	0.906155642
TMEM161B	1.95E-05	0	0	0	0	0	0	2	0	1	0	1	0.0265	0.473	0.904396117
DTHD1	3.04E-05	0	2	0	2	0	0	0	1	4	2	1	0.0266	0.0142	0.906049612
JAK3	4.51E-05	0	0	0	2	0	0	2	0	7	3	1	0.0266	0.0733	0.904297099
MAP2K2	1.57E-05	0	0	0	1	0	0	1	0	2	0	1	0.0266	0.152	0.902551351
MARCKSL1	7.40E-06	0	0	0	0	0	0	0	0	3	0	1	0.0266	0.474	0.900812331
RABL5	7.18E-06	0	0	0	0	0	0	2	0	4	1	1	0.0266	0.47	0.89908
HIST1H3D	5.39E-06	0	0	0	0	0	0	0	0	3	0	1	0.0267	0.493	0.900727831
RNF217	1.09E-05	0	0	0	0	0	0	2	0	1	0	1	0.0267	0.492	0.899002299
RTL1	5.40E-05	0	1	0	0	0	0	1	0	5	1	1	0.0267	0.172	0.897283365
SLMO1	6.70E-06	0	0	0	0	0	0	0	0	3	0	1	0.0267	0.497	0.895570992
SNCG	4.65E-06	0	0	0	0	0	0	3	0	0	0	1	0.0267	0.499	0.893865143
KRTAP9-2	7.31E-06	0	0	0	0	0	0	0	0	3	0	1	0.0268	0.469	0.895507224
SOX17	1.64E-05	0	0	0	0	0	0	3	0	0	0	1	0.0268	0.489	0.89380797
UPF3A	1.74E-05	0	0	0	3	0	1	5	5	3	0	1	0.0268	0.033	0.892115152
LYZL2	7.61E-06	0	0	0	0	0	0	0	0	3	0	1	0.0269	0.487	0.893751229
BASP1	8.40E-06	0	0	0	0	0	0	0	0	3	0	1	0.027	0.485	0.895381132
CRABP1	5.31E-06	0	0	0	0	0	0	1	0	2	0	1	0.027	0.471	0.893694915
DNAJC5	7.83E-06	0	0	0	0	0	0	2	0	1	0	1	0.027	0.496	0.892015038
PKD2L1	3.18E-05	0	1	0	11	3	0	4	4	10	1	1	0.027	0.03	0.890341463
TMEM179	8.09E-06	0	0	0	0	0	0	0	0	3	0	1	0.027	0.517	0.888674157
OR2M3	1.31E-05	0	0	0	0	0	0	2	0	1	0	1	0.0272	0.512	0.893583551
PSMB9	8.61E-06	0	0	0	0	0	0	0	0	3	0	1	0.0272	0.465	0.891916418
FTSJD1	3.07E-05	0	0	0	1	0	0	2	0	4	1	1	0.0273	0.149	0.893528492
EGFLAM	3.98E-05	0	1	0	2	0	0	13	8	15	8	1	0.0274	0.0301	0.895134572
MS4A6A	1.01E-05	0	4	2	21	7	0	1	2	0	1	1	0.0274	0.0209	0.89347384
MPP5	2.58E-05	0	0	0	1	0	0	1	0	9	3	1	0.0275	0.164	0.895074074
RFESD	8.35E-06	0	0	0	3	0	0	0	0	0	0	1	0.0275	0.0292	0.893419593
MAPRE3	1.10E-05	0	0	0	3	0	0	0	0	0	0	1	0.0276	0.0264	0.895014022
TNPO3	3.67E-05	0	0	0	1	0	0	3	1	5	1	1	0.0276	0.188	0.893365746
